dataset,split,seed,method,n_test,n_cliffB,n_cliffA,cov_all,cov_cliffB,cov_noncliffB,gapB_pp,cov_cliffA,cov_noncliffA,gapA_pp,width_all,width_cliffA,width_noncliffA
CHEMBL244_Ki,scaffold,65555877,knn_weighted,620,9,60,0.8483870967741935,0.8888888888888888,0.8477905073649754,-4.109838152391343,0.8333333333333334,0.85,1.6666666666666607,2.922046861371261,3.029816532783833,2.9105001108627713
CHEMBL244_Ki,scaffold,65555877,adaptive,620,9,60,0.8838709677419355,0.8888888888888888,0.88379705400982,-0.5091834879068835,0.8833333333333333,0.8839285714285714,0.05952380952380931,3.778704382764127,4.390066316043246,3.713201318484221
CHEMBL244_Ki,scaffold,65555877,weighted_shift,620,9,60,0.85,0.8888888888888888,0.8494271685761048,-3.9461720312784054,0.85,0.85,0.0,3.03518574604685,3.0351857460468494,3.0351857460468494
CHEMBL244_Ki,scaffold,65555877,cqr,620,9,60,0.8790322580645161,0.8888888888888888,0.8788870703764321,-1.000181851245674,0.85,0.8821428571428571,3.214285714285714,3.244172999680937,3.35387375743496,3.2324193470644347
CHEMBL244_Ki,scaffold,80882938,global,620,14,62,0.8806451612903226,0.8571428571428571,0.8811881188118812,2.40452616690241,0.8548387096774194,0.8835125448028673,2.8673835125447966,2.931260313497099,2.9312603134970976,2.9312603134970985
CHEMBL244_Ki,scaffold,80882938,mondrian_wstd,620,14,62,0.8806451612903226,0.8571428571428571,0.8811881188118812,2.40452616690241,0.8548387096774194,0.8835125448028673,2.8673835125447966,2.931260313497099,2.9312603134970976,2.9312603134970985
CHEMBL244_Ki,scaffold,80882938,mondrian_rfstd,620,14,62,0.8919354838709678,0.7142857142857143,0.8960396039603961,18.175388967468177,0.8225806451612904,0.899641577060932,7.706093189964158,2.9635040389660747,2.837354782867103,2.9775206229770723
CHEMBL244_Ki,scaffold,80882938,cluster,620,14,62,0.8903225806451613,0.9285714285714286,0.8894389438943895,-3.9132484677039114,0.8709677419354839,0.8924731182795699,2.1505376344086002,3.203489796133939,2.979770318300006,3.2283475158932653
CHEMBL244_Ki,scaffold,80882938,knn_weighted,620,14,62,0.8709677419354839,0.9285714285714286,0.8696369636963697,-5.893446487505893,0.8709677419354839,0.8709677419354839,0.0,2.8781235408672043,2.7698939058663643,2.890149055867298
CHEMBL244_Ki,scaffold,80882938,adaptive,620,14,62,0.917741935483871,0.9285714285714286,0.9174917491749175,-1.107967939651111,0.8709677419354839,0.9229390681003584,5.197132616487455,3.9647604795131106,3.9745594593515703,3.963671703975503
CHEMBL244_Ki,scaffold,80882938,weighted_shift,620,14,62,0.9096774193548387,0.9285714285714286,0.9092409240924092,-1.9330504479019406,0.8709677419354839,0.9139784946236559,4.3010752688172005,3.332938197551901,3.3329381975519,3.3329381975519006
CHEMBL244_Ki,scaffold,80882938,cqr,620,14,62,0.9016129032258065,0.8571428571428571,0.9026402640264026,4.549740688354554,0.8387096774193549,0.9086021505376344,6.989247311827951,3.3119131910291695,3.108929652723697,3.334466917507555
CHEMBL244_Ki,scaffold,62569839,global,620,12,34,0.8983870967741936,0.6666666666666666,0.9029605263157895,23.629385964912288,0.6764705882352942,0.9112627986348123,23.479221039951813,2.9572551061433447,2.957255106143345,2.9572551061433443
CHEMBL244_Ki,scaffold,62569839,mondrian_wstd,620,12,34,0.8983870967741936,0.6666666666666666,0.9029605263157895,23.629385964912288,0.6764705882352942,0.9112627986348123,23.479221039951813,2.9572551061433447,2.957255106143345,2.9572551061433443
CHEMBL244_Ki,scaffold,62569839,mondrian_rfstd,620,12,34,0.9096774193548387,0.6666666666666666,0.9144736842105263,24.78070175438597,0.7352941176470589,0.9197952218430034,18.450110419594456,2.8544625040412908,3.175879362910925,2.8358137443116544
CHEMBL244_Ki,scaffold,62569839,cluster,620,12,34,0.8903225806451613,0.6666666666666666,0.8947368421052632,22.807017543859654,0.6764705882352942,0.9027303754266212,22.6259787191327,3.0159225180235163,2.989126773016387,3.0174772199522577
CHEMBL244_Ki,scaffold,62569839,knn_weighted,620,12,34,0.8725806451612903,0.6666666666666666,0.8766447368421053,20.997807017543867,0.6470588235294118,0.8856655290102389,23.86067054808271,2.8041547063617487,2.787448467022879,2.805124010350693
CHEMBL244_Ki,scaffold,62569839,adaptive,620,12,34,0.8903225806451613,1.0,0.8881578947368421,-11.184210526315786,0.9411764705882353,0.8873720136518771,-5.380445693635815,3.8109482902821874,5.226281240484931,3.728829996243121
CHEMBL244_Ki,scaffold,62569839,weighted_shift,620,12,34,0.8806451612903226,0.6666666666666666,0.8848684210526315,21.82017543859649,0.6764705882352942,0.8924914675767918,21.60208793414976,2.74150678030456,2.74150678030456,2.74150678030456
CHEMBL244_Ki,scaffold,62569839,cqr,620,12,34,0.9048387096774193,0.8333333333333334,0.90625,7.2916666666666625,0.7941176470588235,0.9112627986348123,11.714515157598882,3.458534322861178,3.8703354327912374,3.4346414256980005
CHEMBL264_Ki,random,71339737,global,573,16,39,0.912739965095986,0.8125,0.9156193895870736,10.311938958707357,0.8974358974358975,0.9138576779026217,1.6421780466724267,2.233300017146192,2.233300017146192,2.2333000171461914
CHEMBL264_Ki,random,71339737,mondrian_wstd,573,16,39,0.912739965095986,0.8125,0.9156193895870736,10.311938958707357,0.8974358974358975,0.9138576779026217,1.6421780466724267,2.233300017146192,2.233300017146192,2.2333000171461914
CHEMBL264_Ki,random,71339737,mondrian_rfstd,573,16,39,0.900523560209424,0.6875,0.9066427289048474,21.914272890484742,0.7948717948717948,0.9082397003745318,11.336790550273701,2.0774344840095793,1.8250727620174865,2.0958653962899008
CHEMBL264_Ki,random,71339737,cluster,573,16,39,0.9319371727748691,0.875,0.933572710951526,5.857271095152605,0.9230769230769231,0.9325842696629213,0.9507346585998167,2.4913750551098315,2.5831955907015414,2.4846690609374025
CHEMBL264_Ki,random,71339737,knn_weighted,573,16,39,0.900523560209424,0.8125,0.9030520646319569,9.055206463195686,0.8974358974358975,0.900749063670412,0.33131662345144974,2.1369084664674665,2.119855931274061,2.1381538763411423
CHEMBL264_Ki,random,71339737,adaptive,573,16,39,0.924956369982548,0.8125,0.9281867145421903,11.568671454219025,0.8205128205128205,0.9325842696629213,11.207144915010081,2.8373064698311636,2.547176404070175,2.8584957442968535
CHEMBL264_Ki,random,71339737,weighted_shift,573,16,39,0.912739965095986,0.8125,0.9156193895870736,10.311938958707357,0.8974358974358975,0.9138576779026217,1.6421780466724267,2.233300017146192,2.233300017146192,2.2333000171461914
CHEMBL264_Ki,random,71339737,cqr,573,16,39,0.9057591623036649,0.875,0.9066427289048474,3.164272890484743,0.8974358974358975,0.9063670411985019,0.8931143762604399,2.3753866697209163,2.3083806114267547,2.380280370607568
CHEMBL264_Ki,random,99182118,global,573,16,38,0.881326352530541,1.0,0.8779174147217235,-12.208258527827653,0.9473684210526315,0.8766355140186916,-7.073290703393997,2.210596842669265,2.2105968426692644,2.210596842669265
