dataset,method,tau_q,group,n,under_rate,over_rate,miscoverage,width
CHEMBL264_Ki,mondrian_rfstd,0.5,cliff,79,0.21518987341772153,0.06329113924050633,0.27848101265822783,2.2021924388759038
CHEMBL264_Ki,mondrian_rfstd,0.5,noncliff,2833,0.06953759265795977,0.010589481115425344,0.0801270737733851,2.0349763468400694
CHEMBL264_Ki,mondrian_rfstd,0.5,all,2912,0.07348901098901099,0.01201923076923077,0.08550824175824176,2.0395127724138438
CHEMBL264_Ki,mondrian_rfstd,0.75,cliff,38,0.3157894736842105,0.0,0.3157894736842105,2.088735940082786
CHEMBL264_Ki,mondrian_rfstd,0.75,noncliff,1395,0.0982078853046595,0.0007168458781362007,0.0989247311827957,2.0354133976378934
CHEMBL264_Ki,mondrian_rfstd,0.75,all,1433,0.10397766922540126,0.0006978367062107466,0.104675505931612,2.0368273938785815
CHEMBL264_Ki,mondrian_rfstd,0.9,cliff,5,0.2,0.0,0.2,2.042548891423794
CHEMBL264_Ki,mondrian_rfstd,0.9,noncliff,573,0.1431064572425829,0.0,0.1431064572425829,1.911790094217193
CHEMBL264_Ki,mondrian_rfstd,0.9,all,578,0.14359861591695502,0.0,0.14359861591695502,1.9129212256809176
CHEMBL264_Ki,mondrian_nb,0.5,cliff,79,0.24050632911392406,0.05063291139240506,0.2911392405063291,2.093269745015574
CHEMBL264_Ki,mondrian_nb,0.5,noncliff,2833,0.06530180021178962,0.0056477232615601836,0.0709495234733498,2.1553529143903294
CHEMBL264_Ki,mondrian_nb,0.5,all,2912,0.07005494505494506,0.006868131868131868,0.07692307692307693,2.153668652583803
CHEMBL264_Ki,mondrian_nb,0.75,cliff,38,0.39473684210526316,0.0,0.39473684210526316,2.0634959813435914
CHEMBL264_Ki,mondrian_nb,0.75,noncliff,1395,0.0989247311827957,0.0,0.0989247311827957,2.1333562193618394
CHEMBL264_Ki,mondrian_nb,0.75,all,1433,0.10676901605024425,0.0,0.10676901605024425,2.1315036799028766
CHEMBL264_Ki,mondrian_nb,0.9,cliff,5,0.4,0.0,0.4,1.9565945154065083
CHEMBL264_Ki,mondrian_nb,0.9,noncliff,573,0.14659685863874344,0.0,0.14659685863874344,2.029626963193096
CHEMBL264_Ki,mondrian_nb,0.9,all,578,0.14878892733564014,0.0,0.14878892733564014,2.0289951946136267
CHEMBL287_Ki,global,0.5,cliff,31,0.16129032258064516,0.0,0.16129032258064516,2.5044853721524176
CHEMBL287_Ki,global,0.5,noncliff,1294,0.08346213292117466,0.0015455950540958269,0.08500772797527048,2.4670184334747343
CHEMBL287_Ki,global,0.5,all,1325,0.08528301886792453,0.0015094339622641509,0.08679245283018867,2.467895018455118
CHEMBL287_Ki,global,0.75,cliff,19,0.2631578947368421,0.0,0.2631578947368421,2.496074375291666
CHEMBL287_Ki,global,0.75,noncliff,645,0.15038759689922482,0.0,0.15038759689922482,2.4753959751311925
CHEMBL287_Ki,global,0.75,all,664,0.1536144578313253,0.0,0.1536144578313253,2.4759876763406035
CHEMBL287_Ki,global,0.9,cliff,11,0.45454545454545453,0.0,0.45454545454545453,2.4817841394904443
CHEMBL287_Ki,global,0.9,noncliff,255,0.25098039215686274,0.0,0.25098039215686274,2.487811369784313
CHEMBL287_Ki,global,0.9,all,266,0.2593984962406015,0.0,0.2593984962406015,2.487562123418777
CHEMBL287_Ki,mondrian_wstd,0.5,cliff,31,0.06451612903225806,0.03225806451612903,0.0967741935483871,2.5623801170831637
CHEMBL287_Ki,mondrian_wstd,0.5,noncliff,1294,0.07109737248840804,0.0,0.07109737248840804,2.565125379019101
CHEMBL287_Ki,mondrian_wstd,0.5,all,1325,0.0709433962264151,0.0007547169811320754,0.07169811320754717,2.5650611502492793
CHEMBL287_Ki,mondrian_wstd,0.75,cliff,19,0.10526315789473684,0.0,0.10526315789473684,2.6149698211662638
CHEMBL287_Ki,mondrian_wstd,0.75,noncliff,645,0.12713178294573643,0.0,0.12713178294573643,2.613621008074332
CHEMBL287_Ki,mondrian_wstd,0.75,all,664,0.12650602409638553,0.0,0.12650602409638553,2.6136596036296735
CHEMBL287_Ki,mondrian_wstd,0.9,cliff,11,0.18181818181818182,0.0,0.18181818181818182,2.562510880560204
CHEMBL287_Ki,mondrian_wstd,0.9,noncliff,255,0.22745098039215686,0.0,0.22745098039215686,2.669629562187609
CHEMBL287_Ki,mondrian_wstd,0.9,all,266,0.22556390977443608,0.0,0.22556390977443608,2.6651998422706855
CHEMBL287_Ki,mondrian_rfstd,0.5,cliff,31,0.12903225806451613,0.12903225806451613,0.25806451612903225,2.5390365088798186
CHEMBL287_Ki,mondrian_rfstd,0.5,noncliff,1294,0.0687789799072643,0.0038639876352395673,0.07264296754250386,2.3930700566848215
CHEMBL287_Ki,mondrian_rfstd,0.5,all,1325,0.07018867924528302,0.006792452830188679,0.07698113207547169,2.396485120849384
CHEMBL287_Ki,mondrian_rfstd,0.75,cliff,19,0.21052631578947367,0.0,0.21052631578947367,2.635812618436904
CHEMBL287_Ki,mondrian_rfstd,0.75,noncliff,645,0.12093023255813953,0.0015503875968992248,0.12248062015503876,2.4476717171434568
CHEMBL287_Ki,mondrian_rfstd,0.75,all,664,0.12349397590361445,0.0015060240963855422,0.125,2.4530552670298653
CHEMBL287_Ki,mondrian_rfstd,0.9,cliff,11,0.36363636363636365,0.0,0.36363636363636365,2.715374124594044
CHEMBL287_Ki,mondrian_rfstd,0.9,noncliff,255,0.2235294117647059,0.0,0.2235294117647059,2.5151636366003363
CHEMBL287_Ki,mondrian_rfstd,0.9,all,266,0.22932330827067668,0.0,0.22932330827067668,2.5234430176827822
CHEMBL287_Ki,mondrian_nb,0.5,cliff,31,0.22580645161290322,0.0,0.22580645161290322,2.332975566255004
CHEMBL287_Ki,mondrian_nb,0.5,noncliff,1294,0.07187017001545595,0.00231839258114374,0.07418856259659969,2.4497583281563386
CHEMBL287_Ki,mondrian_nb,0.5,all,1325,0.07547169811320754,0.0022641509433962265,0.07773584905660377,2.4470260522175153
CHEMBL287_Ki,mondrian_nb,0.75,cliff,19,0.3157894736842105,0.0,0.3157894736842105,2.339678800066354
CHEMBL287_Ki,mondrian_nb,0.75,noncliff,645,0.13178294573643412,0.0,0.13178294573643412,2.469261524503489
CHEMBL287_Ki,mondrian_nb,0.75,all,664,0.13704819277108435,0.0,0.13704819277108435,2.465553585099414
CHEMBL287_Ki,mondrian_nb,0.9,cliff,11,0.45454545454545453,0.0,0.45454545454545453,2.3904120767344157
CHEMBL287_Ki,mondrian_nb,0.9,noncliff,255,0.22745098039215686,0.0,0.22745098039215686,2.548831787256463
CHEMBL287_Ki,mondrian_nb,0.9,all,266,0.23684210526315788,0.0,0.23684210526315788,2.5422805962198365
CHEMBL3979_EC50,global,0.5,cliff,51,0.1568627450980392,0.0,0.1568627450980392,2.271231700545649
CHEMBL3979_EC50,global,0.5,noncliff,1075,0.09488372093023256,0.0027906976744186047,0.09767441860465116,2.2599022508622366
CHEMBL3979_EC50,global,0.5,all,1126,0.09769094138543517,0.0026642984014209592,0.10035523978685613,2.260415396451805
CHEMBL3979_EC50,global,0.75,cliff,25,0.28,0.0,0.28,2.28230068935015
CHEMBL3979_EC50,global,0.75,noncliff,545,0.13211009174311927,0.0,0.13211009174311927,2.2629776047380257
CHEMBL3979_EC50,global,0.75,all,570,0.13859649122807016,0.0,0.13859649122807016,2.263825108449084
CHEMBL3979_EC50,global,0.9,cliff,7,0.2857142857142857,0.0,0.2857142857142857,2.271341733128904
CHEMBL3979_EC50,global,0.9,noncliff,227,0.15859030837004406,0.0,0.15859030837004406,2.2555407856692264
CHEMBL3979_EC50,global,0.9,all,234,0.1623931623931624,0.0,0.1623931623931624,2.256013463584688
CHEMBL3979_EC50,mondrian_wstd,0.5,cliff,51,0.13725490196078433,0.0,0.13725490196078433,2.46852099870182
CHEMBL3979_EC50,mondrian_wstd,0.5,noncliff,1075,0.09953488372093024,0.0037209302325581397,0.10325581395348837,2.25927269442799
CHEMBL3979_EC50,mondrian_wstd,0.5,all,1126,0.10124333925399645,0.003552397868561279,0.10479573712255773,2.2687501931117953
CHEMBL3979_EC50,mondrian_wstd,0.75,cliff,25,0.24,0.0,0.24,2.4486616998519777
CHEMBL3979_EC50,mondrian_wstd,0.75,noncliff,545,0.13577981651376148,0.0,0.13577981651376148,2.2542579068032826
CHEMBL3979_EC50,mondrian_wstd,0.75,all,570,0.14035087719298245,0.0,0.14035087719298245,2.262784388954541
CHEMBL3979_EC50,mondrian_wstd,0.9,cliff,7,0.2857142857142857,0.0,0.2857142857142857,2.2840129529812723
CHEMBL3979_EC50,mondrian_wstd,0.9,noncliff,227,0.1762114537444934,0.0,0.1762114537444934,2.2119551593708797
CHEMBL3979_EC50,mondrian_wstd,0.9,all,234,0.1794871794871795,0.0,0.1794871794871795,2.214110734393413
CHEMBL3979_EC50,mondrian_rfstd,0.5,cliff,51,0.19607843137254902,0.0196078431372549,0.21568627450980393,2.26255419101331
CHEMBL3979_EC50,mondrian_rfstd,0.5,noncliff,1075,0.08558139534883721,0.008372093023255815,0.09395348837209302,2.2963546589883888
CHEMBL3979_EC50,mondrian_rfstd,0.5,all,1126,0.0905861456483126,0.008880994671403197,0.0994671403197158,2.2948237319309026
CHEMBL3979_EC50,mondrian_rfstd,0.75,cliff,25,0.32,0.0,0.32,2.3012759176744844
CHEMBL3979_EC50,mondrian_rfstd,0.75,noncliff,545,0.11926605504587157,0.0,0.11926605504587157,2.2777853586531243
CHEMBL3979_EC50,mondrian_rfstd,0.75,all,570,0.1280701754385965,0.0,0.1280701754385965,2.2788156463295
CHEMBL3979_EC50,mondrian_rfstd,0.9,cliff,7,0.42857142857142855,0.0,0.42857142857142855,2.098147596167121
CHEMBL3979_EC50,mondrian_rfstd,0.9,noncliff,227,0.16740088105726872,0.0,0.16740088105726872,2.2617347675564408
CHEMBL3979_EC50,mondrian_rfstd,0.9,all,234,0.1752136752136752,0.0,0.1752136752136752,2.2568411342242816
CHEMBL3979_EC50,mondrian_nb,0.5,cliff,51,0.17647058823529413,0.0196078431372549,0.19607843137254902,2.2892773080716595
CHEMBL3979_EC50,mondrian_nb,0.5,noncliff,1075,0.09023255813953489,0.0037209302325581397,0.09395348837209302,2.313059548908976
CHEMBL3979_EC50,mondrian_nb,0.5,all,1126,0.0941385435168739,0.004440497335701598,0.09857904085257549,2.3119823781428095
CHEMBL3979_EC50,mondrian_nb,0.75,cliff,25,0.32,0.0,0.32,2.3165808376491865
CHEMBL3979_EC50,mondrian_nb,0.75,noncliff,545,0.13027522935779817,0.0,0.13027522935779817,2.310398277784209
CHEMBL3979_EC50,mondrian_nb,0.75,all,570,0.13859649122807016,0.0,0.13859649122807016,2.310669442690567
CHEMBL3979_EC50,mondrian_nb,0.9,cliff,7,0.2857142857142857,0.0,0.2857142857142857,2.2900996511196587
CHEMBL3979_EC50,mondrian_nb,0.9,noncliff,227,0.17180616740088106,0.0,0.17180616740088106,2.3138690941844144
CHEMBL3979_EC50,mondrian_nb,0.9,all,234,0.1752136752136752,0.0,0.1752136752136752,2.313158042468802
