rule,dataset,seed,n,coverage,cov_cliffA,cov_cliffB,n_cliffB,cov_noncliffB,worst_ws,spread_ws,worst_rf,spread_rf,width
wstd,CHEMBL244_Ki,80882938,620,0.8983870967741936,0.8490566037735849,0.7931034482758621,29,0.9035532994923858,0.8432835820895522,0.09470091403447878,0.7083333333333334,0.2601706036745406,2.5176285749974543
wstd,CHEMBL244_Ki,62569839,620,0.9032258064516129,0.8518518518518519,0.7777777777777778,27,0.9089376053962901,0.8811881188118812,0.062074292535636566,0.7857142857142857,0.1927803379416283,2.625097245348289
wstd,CHEMBL264_Ki,71339737,573,0.8900523560209425,0.7692307692307693,0.75,16,0.8940754039497307,0.8125,0.1758720930232558,0.8148148148148148,0.12962962962962965,2.225778088672049
wstd,CHEMBL264_Ki,99182118,573,0.8621291448516579,0.8947368421052632,0.875,16,0.8617594254937163,0.8279569892473119,0.09391801075268813,0.69,0.2554545454545455,2.194969719109092
wstd,CHEMBL264_Ki,89709943,573,0.8865619546247818,0.8378378378378378,0.8333333333333334,12,0.8877005347593583,0.8032786885245902,0.12033242258652099,0.7952755905511811,0.1531780176962415,2.126381620500387
wstd,CHEMBL264_Ki,86921808,573,0.9301919720767888,0.8888888888888888,0.8333333333333334,18,0.9333333333333333,0.890625,0.08647423664122134,0.8811188811188811,0.09408773045136676,2.4576024937791656
wstd,CHEMBL264_Ki,89165191,573,0.9075043630017452,0.88,0.782608695652174,23,0.9127272727272727,0.872,0.10047706422018354,0.8431372549019608,0.12933980931822275,2.3136652189953026
wstd,CHEMBL264_Ki,34332121,573,0.924956369982548,0.9523809523809523,0.9565217391304348,23,0.9236363636363636,0.8494623655913979,0.11801730920535014,0.8333333333333334,0.1519607843137255,2.447019676869049
wstd,CHEMBL264_Ki,57652534,573,0.8848167539267016,0.7894736842105263,0.6666666666666666,18,0.8918918918918919,0.8378378378378378,0.09216216216216222,0.8151260504201681,0.13270003653635365,2.041702376241436
wstd,CHEMBL264_Ki,65555877,573,0.924956369982548,0.8947368421052632,0.7142857142857143,14,0.9302325581395349,0.9181818181818182,0.02299465240641707,0.8455882352941176,0.12809597523219818,2.3534885927172375
wstd,CHEMBL264_Ki,80882938,573,0.8865619546247818,0.8235294117647058,0.7,20,0.8933092224231465,0.8632478632478633,0.07133157600447315,0.7567567567567568,0.2343146718146718,2.146734242459637
wstd,CHEMBL264_Ki,62569839,573,0.9057591623036649,0.918918918918919,0.8823529411764706,17,0.9064748201438849,0.8661417322834646,0.07056712847602908,0.8055555555555556,0.18669250645994828,2.272277498479647
wstd,CHEMBL287_Ki,71339737,265,0.9018867924528302,0.7333333333333333,0.625,8,0.9105058365758755,0.8275862068965517,0.1724137931034483,0.8,0.19999999999999996,2.5126308597525657
