dataset,split,seed,signal,auc_fail,auc_cliffB,auc_cliffA,misalignB,misalignA
CHEMBL228_Ki,random,99182118,d_wstd,0.506737012987013,0.6962457337883959,0.622848200312989,-0.18950872080138292,-0.11611118732597603
CHEMBL228_Ki,random,99182118,d_nb,0.7277851458885941,0.36261713520749667,0.3455452356381149,0.36516801068109744,0.3822399102504792
CHEMBL228_Ki,random,99182118,d_nn_sim,0.5412337662337663,0.06332954114524081,0.10348200312989045,0.4779042250885255,0.43775176310387587
CHEMBL228_Ki,random,89709943,rf_std,0.7694518125552609,0.6883629191321499,0.44946452476572957,0.08108889342311099,0.3199872877895313
CHEMBL228_Ki,random,89709943,d_wstd,0.5194827586206896,0.7633007600434311,0.7412329272794389,-0.24381800142274146,-0.2217501686587493
CHEMBL228_Ki,random,89709943,d_nb,0.7185565870910698,0.4906311637080868,0.4636880856760375,0.22792542338298305,0.25486850141503237
CHEMBL228_Ki,random,89709943,d_nn_sim,0.6873275862068966,0.10152008686210641,0.1448874123292728,0.5858074993447902,0.5424401738776238
CHEMBL228_Ki,random,86921808,rf_std,0.7426557989471897,0.5521771771771772,0.5084427767354597,0.1904786217700125,0.23421302221173002
CHEMBL228_Ki,random,86921808,d_wstd,0.6161555900250567,0.739516129032258,0.6759142496847415,-0.12336053900720134,-0.05975865965968474
CHEMBL228_Ki,random,86921808,d_nb,0.7099677364578026,0.22128378378378377,0.25633208255159473,0.4886839526740189,0.4536356539062079
CHEMBL228_Ki,random,86921808,d_nn_sim,0.585610309032335,0.07782258064516129,0.12219419924337957,0.5077877283871737,0.4634161097889554
CHEMBL228_Ki,random,89165191,rf_std,0.7629449838187702,0.4582089552238806,0.35517693315858456,0.3047360285948896,0.4077680506601856
CHEMBL228_Ki,random,89165191,d_wstd,0.49404761904761907,0.4838709677419355,0.5458845789971618,0.01017665130568357,-0.05183695994954274
CHEMBL228_Ki,random,89165191,d_nb,0.7671925566343042,0.6042288557213931,0.4888597640891219,0.16296370091291112,0.2783327925451823
CHEMBL228_Ki,random,89165191,d_nn_sim,0.6388373531230674,0.062096774193548386,0.11979659413434247,0.576740578929519,0.5190407589887249
CHEMBL228_Ki,scaffold,34332121,rf_std,0.7366618773946361,0.20919881305637983,0.38323353293413176,0.5274630643382563,0.3534283444605043
CHEMBL228_Ki,scaffold,34332121,d_wstd,0.5414970930232558,0.8834134615384616,0.7222222222222222,-0.3419163685152058,-0.18072512919896644
CHEMBL228_Ki,scaffold,34332121,d_nb,0.6581178160919541,0.1572700296735905,0.40290846877673225,0.5008477864183636,0.2552093473152218
CHEMBL228_Ki,scaffold,34332121,d_nn_sim,0.8090116279069768,0.012620192307692308,0.028502415458937197,0.7963914355992845,0.7805092124480396
CHEMBL228_Ki,scaffold,57652534,rf_std,0.6751600578273441,0.2648809523809524,0.39792503346720215,0.41027910544639173,0.27723502436014197
CHEMBL228_Ki,scaffold,57652534,d_wstd,0.37628466162497576,0.6694835680751173,0.5907738095238095,-0.29319890645014157,-0.21448914789883378
CHEMBL228_Ki,scaffold,57652534,d_nb,0.7214219330855018,0.20476190476190476,0.32998661311914324,0.5166600283235971,0.3914353199663586
CHEMBL228_Ki,scaffold,57652534,d_nn_sim,0.7478184991273996,0.03192488262910798,0.1419642857142857,0.7158936164982916,0.605854213413114
CHEMBL228_Ki,scaffold,65555877,rf_std,0.7063582870219026,0.35447761194029853,0.3842449260405917,0.3518806750816041,0.32211336098131094
CHEMBL228_Ki,scaffold,65555877,d_wstd,0.39704641350210973,0.8117937853107344,0.5143849206349206,-0.4147473718086247,-0.11733850713281085
CHEMBL228_Ki,scaffold,65555877,d_nb,0.7974828375286042,0.16592039800995026,0.3428792569659443,0.6315624395186539,0.45460358056265987
CHEMBL228_Ki,scaffold,65555877,d_nn_sim,0.6244725738396625,0.11405367231638418,0.11297123015873016,0.5104189015232783,0.5115013436809324
CHEMBL228_Ki,scaffold,80882938,rf_std,0.6827242524916943,0.6248756218905472,0.6238241308793456,0.05784863060114709,0.0589001216123487
CHEMBL228_Ki,scaffold,80882938,d_wstd,0.5150226244343892,0.9548611111111112,0.7918454935622318,-0.439838486676722,-0.2768228691278426
CHEMBL228_Ki,scaffold,80882938,d_nb,0.5954318936877077,0.3373134328358209,0.4140081799591002,0.2581184608518868,0.18142371372860744
CHEMBL228_Ki,scaffold,80882938,d_nn_sim,0.4981900452488688,0.07222222222222222,0.36662264773852754,0.4259678230266466,0.13156739751034124
CHEMBL228_Ki,scaffold,62569839,rf_std,0.5487538940809968,0.11713520749665328,0.2153846153846154,0.43161868658434355,0.33336927869638144
CHEMBL228_Ki,scaffold,62569839,d_wstd,0.3851851851851852,0.6461664616646167,0.5906723484848485,-0.2609812764794315,-0.20548716329966332
CHEMBL228_Ki,scaffold,62569839,d_nb,0.7116822429906542,0.1398929049531459,0.20865384615384616,0.5717893380375083,0.503028396836808
CHEMBL228_Ki,scaffold,62569839,d_nn_sim,0.5235185185185185,0.05289052890528905,0.12310606060606061,0.47062798961322944,0.4004124579124579
CHEMBL233_Ki,random,71339737,rf_std,0.6716693604248442,0.5420422927100723,0.5380899588216661,0.12962706771477184,0.13357940160317805
CHEMBL233_Ki,random,71339737,d_wstd,0.5029737424865549,0.7671611401977894,0.7513105507631055,-0.26418739771123445,-0.24833680827655058
CHEMBL233_Ki,random,71339737,d_nb,0.6222004156084046,0.301669449081803,0.2832910991447577,0.32053096652660157,0.33890931646364686
CHEMBL233_Ki,random,71339737,d_nn_sim,0.637092692186017,0.09278650378126818,0.1281353682813537,0.5443061884047489,0.5089573239046634
CHEMBL233_Ki,random,99182118,rf_std,0.7023193577163247,0.5434969853574505,0.4924778761061947,0.1588223723588742,0.20984148161013
CHEMBL233_Ki,random,99182118,d_wstd,0.5808514492753624,0.6470209339774557,0.6908980018587361,-0.06616948470209338,-0.1100465525833737
CHEMBL233_Ki,random,99182118,d_nb,0.6043859649122807,0.4415528485295927,0.35421736725663716,0.162833116382688,0.25016859765564353
CHEMBL233_Ki,random,99182118,d_nn_sim,0.5334420289855073,0.09684380032206119,0.18118320167286245,0.4365982286634461,0.35225882731264485
CHEMBL233_Ki,random,89709943,rf_std,0.7299370256741482,0.5973358792507729,0.5257990867579909,0.13260114642337528,0.20413793891615728
CHEMBL233_Ki,random,89709943,d_wstd,0.5783219474646396,0.7214163822525598,0.7274696879348043,-0.14309443478792017,-0.14914774047016466
CHEMBL233_Ki,random,89709943,d_nb,0.6507481565208031,0.3549736315693762,0.32576103500761033,0.29577452495142686,0.32498712151319276
CHEMBL233_Ki,random,89709943,d_nn_sim,0.5970204304179095,0.12106560485400075,0.17563108725899423,0.4759548255639088,0.4213893431589153
