method,group_def,side,coverage_mean,coverage_sd,n_mean,k_sum,n_sum,width_mean,rmse_mean,ci_lo,ci_hi,dataset
knn_weighted,defA,noncliff,0.9141400874956263,0.019813966857101226,499.9,4570,4999,2.6479310411525554,0.7771299586317447,0.9060968326109181,0.9216327754698758,CHEMBL204_Ki
knn_weighted,defB_oracle,all,0.9096188747731396,0.018345376439563497,551.0,5012,5510,2.6551673367463193,0.7996786254809651,0.9017599702871774,0.9169070214484644,CHEMBL204_Ki
knn_weighted,defB_oracle,cliff,0.7946792556102901,0.08378868916342658,25.7,205,257,2.734075208753621,1.132127711991808,0.7443314676664614,0.8422317293488346,CHEMBL204_Ki
knn_weighted,defB_oracle,noncliff,0.9150903152581096,0.01914645907993999,525.3,4807,5253,2.6511251175646633,0.7795052658743951,0.9072517081433545,0.9223338964752666,CHEMBL204_Ki
knn_weighted,defC_proxy,all,0.9096188747731396,0.018345376439563497,551.0,5012,5510,2.6551673367463193,0.7996786254809651,0.9017599702871774,0.9169070214484644,CHEMBL204_Ki
knn_weighted,defC_proxy,cliff,0.8433960483960483,0.1121606253935375,12.1,102,121,2.898548856239042,1.0930008667083997,0.7677344176119717,0.8971088226389315,CHEMBL204_Ki
knn_weighted,defC_proxy,noncliff,0.9110801411038553,0.018136431896036687,538.9,4910,5389,2.6499510117475493,0.7915596523369762,0.9032215368251485,0.9184232368687865,CHEMBL204_Ki
cluster,defA,all,0.9017307692307692,0.014231635455272002,520.0,4689,5200,2.4893728994542488,0.7384203561733088,0.8933409241384561,0.909527501631538,CHEMBL237_Ki
cluster,defA,cliff,0.8124537739383276,0.05340269034041684,51.9,421,519,2.5403080048577666,0.9417584374618461,0.7752645288153954,0.8425135653865243,CHEMBL237_Ki
cluster,defA,noncliff,0.9116976133174642,0.015072834132720038,468.1,4268,4681,2.483499967425985,0.711984514943485,0.9033045885520028,0.9195621047790477,CHEMBL237_Ki
cluster,defB_oracle,all,0.9017307692307692,0.014231635455272002,520.0,4689,5200,2.4893728994542488,0.7384203561733088,0.8933409241384561,0.909527501631538,CHEMBL237_Ki
cluster,defB_oracle,cliff,0.7363771032741842,0.10034983434081388,22.1,160,221,2.5661875146765176,1.069718170248741,0.6615990556573178,0.7787111990406389,CHEMBL237_Ki
cluster,defB_oracle,noncliff,0.9096236844854179,0.013601830591437708,497.9,4529,4979,2.4862642483288733,0.7193526021230751,0.9013372208599348,0.917272007169847,CHEMBL237_Ki
cluster,defC_proxy,all,0.9017307692307692,0.014231635455272002,520.0,4689,5200,2.4893728994542488,0.7384203561733088,0.8933409241384561,0.909527501631538,CHEMBL237_Ki
cluster,defC_proxy,cliff,0.9089285714285713,0.11174880779831019,6.7,61,67,2.5367753771609864,0.720203006652496,0.8180724780033378,0.9583090493620113,CHEMBL237_Ki
cluster,defC_proxy,noncliff,0.9016284902368248,0.014961277270568916,513.3,4628,5133,2.488767641986366,0.7385667385700194,0.8931664878095165,0.9094668099186463,CHEMBL237_Ki
global,defA,all,0.8986538461538462,0.01636939022157414,520.0,4673,5200,2.429585635147782,0.7384203561733088,0.8901548092671131,0.906564313098228,CHEMBL237_Ki
global,defA,cliff,0.7966804842962592,0.06763277113340883,51.9,413,519,2.429585635147782,0.9417584374618461,0.7589637666197504,0.8282123167238702,CHEMBL237_Ki
global,defA,noncliff,0.9099612151304379,0.013171641522131272,468.1,4260,4681,2.429585635147782,0.711984514943485,0.9015264764397455,0.9179249465687898,CHEMBL237_Ki
global,defB_oracle,all,0.8986538461538462,0.01636939022157414,520.0,4673,5200,2.429585635147782,0.7384203561733088,0.8901548092671131,0.906564313098228,CHEMBL237_Ki
global,defB_oracle,cliff,0.6980640371181865,0.12541680428468135,22.1,152,221,2.429585635147782,1.069718170248741,0.6239187012353715,0.7452303001780669,CHEMBL237_Ki
global,defB_oracle,noncliff,0.9079951291846997,0.01175599642827714,497.9,4521,4979,2.429585635147782,0.7193526021230751,0.8996684519636582,0.9157297567848104,CHEMBL237_Ki
global,defC_proxy,all,0.8986538461538462,0.01636939022157414,520.0,4673,5200,2.429585635147782,0.7384203561733088,0.8901548092671131,0.906564313098228,CHEMBL237_Ki
global,defC_proxy,cliff,0.8579761904761904,0.09534063593594384,6.7,58,67,2.429585635147782,0.720203006652496,0.7639962773866296,0.927689083357045,CHEMBL237_Ki
global,defC_proxy,noncliff,0.8990943771244154,0.01634166873306162,513.3,4615,5133,2.429585635147782,0.7385667385700194,0.8905433085808142,0.9070285131005543,CHEMBL237_Ki
knn_weighted,defA,all,0.8978846153846154,0.01811847379616091,520.0,4669,5200,2.412224427038585,0.7384203561733088,0.8893586489041309,0.9058231476100472,CHEMBL237_Ki
knn_weighted,defA,cliff,0.8065070018673379,0.07201476009513127,51.9,418,519,2.4767664650077847,0.9417584374618461,0.7691423264167063,0.8371600137133512,CHEMBL237_Ki
knn_weighted,defA,noncliff,0.9080206891245013,0.014916539655494068,468.1,4251,4681,2.4048992504655113,0.711984514943485,0.8995271630754952,0.91608208082021,CHEMBL237_Ki
knn_weighted,defB_oracle,all,0.8978846153846154,0.01811847379616091,520.0,4669,5200,2.412224427038585,0.7384203561733088,0.8893586489041309,0.9058231476100472,CHEMBL237_Ki
knn_weighted,defB_oracle,cliff,0.7102000359636835,0.13154309641760945,22.1,154,221,2.495935094073477,1.069718170248741,0.6332976213374911,0.753641693397077,CHEMBL237_Ki
knn_weighted,defB_oracle,noncliff,0.9067707771864839,0.013523137356425827,497.9,4515,4979,2.4084156442959146,0.7193526021230751,0.8984173619620536,0.9145725823254302,CHEMBL237_Ki
knn_weighted,defC_proxy,all,0.8978846153846154,0.01811847379616091,520.0,4669,5200,2.412224427038585,0.7384203561733088,0.8893586489041309,0.9058231476100472,CHEMBL237_Ki
knn_weighted,defC_proxy,cliff,0.8946428571428571,0.10787704069119272,6.7,60,67,2.499264704347012,0.720203006652496,0.7996871695126198,0.9484623023121714,CHEMBL237_Ki
knn_weighted,defC_proxy,noncliff,0.8979247716753893,0.018834176602162807,513.3,4609,5133,2.4110736976390266,0.7385667385700194,0.889333153479332,0.9059026023342854,CHEMBL237_Ki
cluster,defA,all,0.9102966841186737,0.022047625406427598,573.0,5216,5730,2.3516851169156654,0.6830008026100705,0.9026202844978048,0.9174233169461532,CHEMBL264_Ki
cluster,defA,cliff,0.8759596467831763,0.04510534832864796,38.9,341,389,2.3078476322517316,0.7478254949936354,0.8401933600043946,0.9056545983032213,CHEMBL264_Ki
cluster,defA,noncliff,0.9127511375464895,0.020657463854011834,534.1,4875,5341,2.3552359465414026,0.6778212526056918,0.9048824415913916,0.9200250947628894,CHEMBL264_Ki
cluster,defB_oracle,all,0.9102966841186737,0.022047625406427598,573.0,5216,5730,2.3516851169156654,0.6830008026100705,0.9026202844978048,0.9174233169461532,CHEMBL264_Ki
cluster,defB_oracle,cliff,0.821124507774124,0.0957201121891508,17.7,145,177,2.2896075252751347,0.8791612719621466,0.755930068648768,0.8689266469345789,CHEMBL264_Ki
cluster,defB_oracle,noncliff,0.9132028724425523,0.02127095535261818,555.3,5071,5553,2.3538269625828314,0.6750319872737907,0.9055064451428866,0.9203224063741234,CHEMBL264_Ki
cluster,defC_proxy,all,0.9102966841186737,0.022047625406427598,573.0,5216,5730,2.3516851169156654,0.6830008026100705,0.9026202844978048,0.9174233169461532,CHEMBL264_Ki
cluster,defC_proxy,cliff,0.7697619047619048,0.16514059456655994,6.2,51,62,2.275356624778197,0.7768365584050277,0.7095843311430364,0.8979356223399492,CHEMBL264_Ki
cluster,defC_proxy,noncliff,0.9112685172353784,0.02190907459137738,566.8,5165,5668,2.352838777285481,0.6823847829652075,0.903571653535186,0.9183836203996635,CHEMBL264_Ki
global,defA,all,0.9050610820244328,0.016230262238484523,573.0,5186,5730,2.2705911191465993,0.6830008026100705,0.8971975707615215,0.9123818418082049,CHEMBL264_Ki
global,defA,cliff,0.8905706388183168,0.04334953725713345,38.9,347,389,2.2705911191465993,0.7478254949936354,0.8572700561675999,0.9191245762003961,CHEMBL264_Ki
global,defA,noncliff,0.9060153531580246,0.016505024116835455,534.1,4839,5341,2.2705911191465993,0.6778212526056918,0.8978896013377683,0.9135470022386701,CHEMBL264_Ki
global,defB_oracle,all,0.9050610820244328,0.016230262238484523,573.0,5186,5730,2.2705911191465993,0.6830008026100705,0.8971975707615215,0.9123818418082049,CHEMBL264_Ki
global,defB_oracle,cliff,0.8355491109487273,0.08935425452735826,17.7,147,177,2.2705911191465997,0.8791612719621466,0.7683568203985661,0.8786187169753416,CHEMBL264_Ki
global,defB_oracle,noncliff,0.9074495197807231,0.0166640368517296,555.3,5039,5553,2.2705911191465993,0.6750319872737907,0.8995304639657955,0.9147810533831848,CHEMBL264_Ki
global,defC_proxy,all,0.9050610820244328,0.016230262238484523,573.0,5186,5730,2.2705911191465993,0.6830008026100705,0.8971975707615215,0.9123818418082049,CHEMBL264_Ki
global,defC_proxy,cliff,0.784047619047619,0.17912629842826472,6.2,52,62,2.2705911191465993,0.7768365584050277,0.7279366398602256,0.9099593112969091,CHEMBL264_Ki
global,defC_proxy,noncliff,0.9057988814085813,0.015941434276886202,566.8,5134,5668,2.2705911191465993,0.6823847829652075,0.8979046028895566,0.9131194769260392,CHEMBL264_Ki
knn_weighted,defA,all,0.887260034904014,0.01394220098098449,573.0,5084,5730,2.09793844490472,0.6830008026100705,0.8788101371083631,0.8951910332889755,CHEMBL264_Ki
knn_weighted,defA,cliff,0.8263476232671279,0.06788508212383405,38.9,323,389,2.0924991406681333,0.7478254949936354,0.7898475080406285,0.8643604280858467,CHEMBL264_Ki
knn_weighted,defA,noncliff,0.8914094963486392,0.013805673628786774,534.1,4761,5341,2.098288040357206,0.6778212526056918,0.8827789899450721,0.8994705926127072,CHEMBL264_Ki
knn_weighted,defB_oracle,all,0.887260034904014,0.01394220098098449,573.0,5084,5730,2.09793844490472,0.6830008026100705,0.8788101371083631,0.8951910332889755,CHEMBL264_Ki
knn_weighted,defB_oracle,cliff,0.7332131693257014,0.10921497353734863,17.7,129,177,2.102150596619391,0.8791612719621466,0.6589760548896225,0.7889300863692367,CHEMBL264_Ki
knn_weighted,defB_oracle,noncliff,0.8923116902677612,0.013784355852007546,555.3,4955,5553,2.097802679550849,0.6750319872737907,0.8838843482787883,0.9001941668791139,CHEMBL264_Ki
knn_weighted,defC_proxy,all,0.887260034904014,0.01394220098098449,573.0,5084,5730,2.09793844490472,0.6830008026100705,0.8788101371083631,0.8951910332889755,CHEMBL264_Ki
knn_weighted,defC_proxy,cliff,0.7447619047619047,0.14398059134060964,6.2,49,62,2.078816388272199,0.7768365584050277,0.6736078510298068,0.8731601071048801,CHEMBL264_Ki
knn_weighted,defC_proxy,noncliff,0.8883316121376599,0.014296500054817491,566.8,5035,5668,2.0981424039422913,0.6823847829652075,0.8798561189710598,0.8962586634959518,CHEMBL264_Ki
