dataset,seed,method,n_test,n_cliff,cov_all,cov_cliff,cov_noncliff,size_all,size_cliff,size_noncliff,q_global,cov_global_class0,cov_global_class1
HIV,20300518,global,8224,29,0.8977383268482491,0.13793103448275862,0.9004270896888347,0.9112354085603113,0.20689655172413793,0.9137278828553996,0.050000000000000044,,
HIV,20300518,aps,8224,29,1.0,1.0,1.0,1.999635214007782,2.0,1.999633923123856,0.050000000000000044,0.9298046628859483,0.01730103806228374
HIV,20300518,mondrian_predclass,8224,29,0.8977383268482491,0.13793103448275862,0.9004270896888347,0.9112354085603113,0.20689655172413793,0.9137278828553996,0.050000000000000044,,
HIV,20300518,mondrian_nnsim,8224,29,0.9002918287937743,0.13793103448275862,0.9029896278218426,0.9137889105058365,0.20689655172413793,0.9162904209884075,0.050000000000000044,,
HIV,20308437,global,8224,40,0.9027237354085603,0.025,0.9070136852394917,0.9167071984435797,0.3,0.9197214076246334,0.05500000000000005,,
HIV,20308437,aps,8224,40,1.0,1.0,1.0,2.0,2.0,2.0,0.05500000000000005,0.9348291945039707,0.027491408934707903
HIV,20308437,mondrian_predclass,8224,40,0.9027237354085603,0.025,0.9070136852394917,0.9167071984435797,0.3,0.9197214076246334,0.05500000000000005,,
HIV,20308437,mondrian_nnsim,8224,40,0.900170233463035,0.075,0.9042033235581622,0.9140321011673151,0.375,0.9166666666666666,0.05500000000000005,,
HIV,20316356,global,8224,38,0.9028453307392996,0.05263157894736842,0.906792084045932,0.9163424124513618,0.21052631578947367,0.9196188614708039,0.050000000000000044,,
HIV,20316356,aps,8224,38,1.0,1.0,1.0,1.9998784046692606,2.0,1.9998778402150013,0.050000000000000044,0.932855526216522,0.02214022140221402
HIV,20316356,mondrian_predclass,8224,38,0.9028453307392996,0.05263157894736842,0.906792084045932,0.9163424124513618,0.21052631578947367,0.9196188614708039,0.050000000000000044,,
HIV,20316356,mondrian_nnsim,8224,38,0.9046692607003891,0.07894736842105263,0.908502321035915,0.9184095330739299,0.2894736842105263,0.9213290984607867,0.050000000000000044,,
HIV,20324275,global,8224,31,0.9049124513618677,0.0,0.9083363847186623,0.9187743190661478,0.16129032258064516,0.9216404247528378,0.050000000000000044,,
HIV,20324275,aps,8224,31,0.9998784046692607,1.0,0.9998779445868424,1.9995136186770428,2.0,1.9995117783473697,0.050000000000000044,0.936130007558579,0.038461538461538464
HIV,20324275,mondrian_predclass,8224,31,0.9049124513618677,0.0,0.9083363847186623,0.9187743190661478,0.16129032258064516,0.9216404247528378,0.050000000000000044,,
HIV,20324275,mondrian_nnsim,8224,31,0.9057636186770428,0.06451612903225806,0.9089466617844502,0.9196254863813229,0.22580645161290322,0.9222507018186257,0.050000000000000044,,
HIV,20332194,global,8224,40,0.9040612840466926,0.025,0.908357771260997,0.9178015564202334,0.225,0.9211876832844574,0.05500000000000005,,
HIV,20332194,aps,8224,40,1.0,1.0,1.0,1.9998784046692606,1.975,2.0,0.05500000000000005,0.9372395504482889,0.04262295081967213
HIV,20332194,mondrian_predclass,8224,40,0.9040612840466926,0.025,0.908357771260997,0.9178015564202334,0.225,0.9211876832844574,0.05500000000000005,,
HIV,20332194,mondrian_nnsim,8224,40,0.9071011673151751,0.05,0.9112903225806451,0.9213278210116731,0.325,0.9242424242424242,0.05500000000000005,,
