dataset,protocol,seed,method,n_test,n_train,n_cal,n_cliffA,n_cliffB,cov_all,cov_cliffA,cov_noncliffA,gapA_pp,cov_cliffB,cov_noncliffB,gapB_pp,width_all,width_cliffA,nn_sim_mean,nn_sim_median,y_mean_test,y_mean_train
CHEMBL233_Ki,act_mid20,98978916,mondrian_nb,628,1885,629,50,28,0.9442675159235668,0.88,0.9498269896193772,6.982698961937716,0.8214285714285714,0.95,12.857142857142856,2.7548039765104413,2.6575146918355625,0.7635867259647245,0.775686136523575,7.274713986021936,7.346450123302693
CHEMBL233_Ki,act_mid20,91819329,global,628,1885,629,50,28,0.9522292993630573,0.9,0.9567474048442907,5.674740484429064,0.8928571428571429,0.955,6.2142857142857055,2.7589384337485363,2.7589384337485363,0.7648422817136659,0.7769485903814262,7.274713986021936,7.325259041676763
CHEMBL233_Ki,act_mid20,91819329,mondrian_wstd,628,1885,629,50,28,0.9299363057324841,0.86,0.9359861591695502,7.598615916955021,0.8571428571428571,0.9333333333333333,7.619047619047626,2.72939986863231,2.7202831457164303,0.7648422817136659,0.7769485903814262,7.274713986021936,7.325259041676763
CHEMBL233_Ki,act_mid20,91819329,mondrian_rfstd,628,1885,629,50,28,0.89171974522293,0.86,0.8944636678200693,3.4463667820069266,0.8928571428571429,0.8916666666666667,-0.11904761904761862,2.571054145662384,2.7352830178060934,0.7648422817136659,0.7769485903814262,7.274713986021936,7.325259041676763
CHEMBL233_Ki,act_mid20,91819329,mondrian_nb,628,1885,629,50,28,0.9554140127388535,0.88,0.9619377162629758,8.193771626297575,0.8928571428571429,0.9583333333333334,6.547619047619047,2.8697480102937365,2.6793828319797255,0.7648422817136659,0.7769485903814262,7.274713986021936,7.325259041676763
CHEMBL234_Ki,act_mid20,6021738,global,731,2194,732,55,33,0.9288645690834473,0.8,0.9393491124260355,13.934911242603542,0.7272727272727273,0.9383954154727794,21.11226882000521,2.2303101456962,2.2303101456961985,0.7566863415150442,0.7746478873239436,7.580784620864752,7.446519313345313
CHEMBL234_Ki,act_mid20,6021738,mondrian_wstd,731,2194,732,55,33,0.9151846785225718,0.8181818181818182,0.9230769230769231,10.48951048951049,0.7878787878787878,0.9212034383954155,13.332465051662767,2.264769110020492,2.3140398086740372,0.7566863415150442,0.7746478873239436,7.580784620864752,7.446519313345313
CHEMBL234_Ki,act_mid20,6021738,mondrian_rfstd,731,2194,732,55,33,0.8317373461012312,0.6,0.8505917159763313,25.059171597633135,0.6666666666666666,0.839541547277937,17.287488061127032,2.243922567531127,2.176794276160069,0.7566863415150442,0.7746478873239436,7.580784620864752,7.446519313345313
CHEMBL234_Ki,act_mid20,6021738,mondrian_nb,731,2194,732,55,33,0.920656634746922,0.6909090909090909,0.9393491124260355,24.844002151694454,0.6666666666666666,0.9326647564469914,26.59980897803248,2.160495238298935,2.017291850298717,0.7566863415150442,0.7746478873239436,7.580784620864752,7.446519313345313
CHEMBL234_Ki,act_mid20,98978916,global,731,2194,732,55,34,0.9521203830369357,0.8,0.9644970414201184,16.449704142011832,0.7058823529411765,0.9641319942611191,25.824964131994253,2.3340593765074185,2.3340593765074185,0.7551466480261858,0.7735849056603774,7.580784620864752,7.429762446189402
CHEMBL234_Ki,act_mid20,98978916,mondrian_wstd,731,2194,732,55,34,0.8809849521203831,0.6909090909090909,0.8964497041420119,20.554061323292096,0.6176470588235294,0.8938307030129125,27.618364418938302,2.175840431716823,2.2362787657432763,0.7551466480261858,0.7735849056603774,7.580784620864752,7.429762446189402
CHEMBL234_Ki,act_mid20,98978916,mondrian_rfstd,731,2194,732,55,34,0.8344733242134063,0.5454545454545454,0.8579881656804734,31.2533620225928,0.5294117647058824,0.8493543758967002,31.99426111908178,2.1593253939961286,2.109368078791882,0.7551466480261858,0.7735849056603774,7.580784620864752,7.429762446189402
CHEMBL234_Ki,act_mid20,98978916,mondrian_nb,731,2194,732,55,34,0.9097127222982216,0.6545454545454545,0.9304733727810651,27.592791823561058,0.5882352941176471,0.9253945480631277,33.715925394548066,2.152133024872428,1.9460248675957679,0.7551466480261858,0.7735849056603774,7.580784620864752,7.429762446189402
